application_id,challenge_id,startup_id,ground_truth_technology_fit,ground_truth_problem_fit,ground_truth_sector_fit,ground_truth_experience_fit,ground_truth_team_fit,ground_truth_scalability_fit,ground_truth_revenue_fit,ground_truth_location_fit,ground_truth_eligibility,ground_truth_overall_quality
aca20f76-cb1a-4a0a-922a-e79b878b4eca,e7f45d2f-34cb-419a-8270-bf960d8fe50a,e9ab65a9-a2a2-4aac-8a30-2bf71cfbdfdc,0.0,1.0,0,80,50,30,100,100,False,28.7
9a0b9968-44e4-4dbd-a7c1-2c1e9bf5d071,af6464d4-e6e9-471d-9c3b-af40fced71c8,abb85f70-7ff7-49cc-97e6-a33e203111d4,30,29.0,20,100,90,60,100,100,False,53.8
f5deb8dc-51ee-4b87-8348-d97e2dabd3d9,46595dde-9e76-4044-950f-b4eb06b14bd5,06fa0559-2a9f-4071-82d7-5b3e42b34265,0.0,-1.4,4,60,70,30,100,100,False,27.62
eb50d470-22d0-46b7-b930-c22e47968b7f,de712609-885c-48be-b204-a2f8998b2e4a,46f9e081-db7d-4c3b-9683-00ebc5a1c0dc,0.0,14.4,11,100,50,100,100,100,False,38.98
bcc72760-f86c-49f6-96a7-57fa0a04982d,e3af6c35-cd72-4ebe-81d0-a93493f3d4f3,cc91559a-a094-473b-ac41-7ae880ae72a7,0.0,4.0,0,100,50,60,43.0,100,False,30.95
1c4a4ed3-393b-4856-a2e7-a563a29d22a0,ef73ef9f-dc66-486b-b172-14af6d121c0a,dcede4c3-0052-4b05-844d-c1bbad8a3818,0.0,6.0,5,100,70,100,100,100,False,38.7
3dc2f0c1-56c7-4339-ae4e-14afd94a32ef,b365bb8d-2f29-40fd-ba99-3bc53c5da8a3,036928e3-85f9-47ba-9248-f5aa733ceaa5,100,63.4,1,100,70,60,100,100,True,77.78
432e71b9-6150-4154-a306-2f26cb2e40ae,8073490c-13f5-485d-a8ae-d98f07e35552,6858c92e-7d2a-4505-9637-f2afcd885c8b,0.0,6.2,8,100,90,100,100,100,False,61.04
e24ab827-be4c-4146-9cf9-fdc635e46560,04fc0fbc-3d70-4d3a-87dd-38115c9a01a5,957b5827-b4a6-4581-8cb2-04df5089e75d,0.0,7.6,19,100,70,60,100,100,False,58.42
8d99f84c-df47-4b44-8934-83637463b538,6e2f67f9-786d-4e89-ba5e-068c7ddd0b16,9c663957-b2fb-49fd-b4d5-b29cf9bc2046,50.0,22.2,3,100,70,100,100,100,True,56.74
c9cf355e-087d-49fe-97f4-214d74fb1ae4,c4ff8043-795c-4939-8a95-953711753ce9,4c3d7429-c5ef-4d2b-9aa1-0fc502284022,0.0,8.4,1,20,90,30,65.0,100,False,23.53
b9726623-6b57-4e89-b46a-c125dabb979a,ee7cc185-e6f3-41ed-af6b-fbf4a2d996e3,ae143a37-713e-4539-9945-c48382751803,0.0,-4.8,13,100,70,30,100,100,False,53.84
bf9722d7-1cca-4781-8f51-b8d168060096,ec805924-9f72-44dd-aa2d-a2a4f2ef4276,5f468b14-3659-4c22-92d6-5ffababeb645,0.0,5.8,12,100,50,60,100,100,False,35.36
80a69139-2d25-450d-9963-8c664cf88575,e1bfb432-bb1b-46f0-a4e4-76cce968e7b1,558f4fe0-60f0-4539-baa4-ae7a4ccc2eaf,100,70.8,12,60,90,30,100,40,False,71.86
bbef08ef-cafc-447a-a005-19cb1445bbdc,f7871cd5-f0da-4689-a03c-13ce99935b0b,56b05183-3e99-48de-9385-7ebbdb207a4e,0.0,7.0,5,100,90,100,100,100,False,60.9
b42410c7-e876-497b-92fc-bbec606c8a4b,b365bb8d-2f29-40fd-ba99-3bc53c5da8a3,824c6953-9a3b-4c89-8f03-b0159389aee4,0.0,9.2,13,100,90,30,9.0,100,False,34.09
7c7ccbd4-4478-4498-95ab-40aebb98a448,aaebbf9c-00ad-4aba-838b-0c0824c87134,0a483038-70f4-45a9-87bc-1646b2378058,33.33,29.4,1,40,90,30,100,100,False,42.48
4e08c64c-b1a0-4d03-b4d9-37fafbb2e1ac,98b776f3-143a-49e1-afab-2a677ea2f30c,65814d86-134e-40ff-9ec9-1986faadd78d,0.0,39.0,100,80,90,30,100,100,False,50.3
b9f991b1-eac6-4b6f-9450-30343da6b934,98b776f3-143a-49e1-afab-2a677ea2f30c,d86840c5-ddfc-489c-8ca1-7ee6e50a8199,0.0,-4.2,7,100,50,30,100,100,False,31.36
816af041-afbb-4f97-8167-78d835bbe49f,c9ae446d-0cec-4ed8-b1b7-bf7206314550,3101add7-1c73-4c40-996c-d1b3e5ecb479,0.0,4.4,6,100,50,100,100,40,False,33.48
a61727e9-628c-4685-8331-24422ed0b653,8bb16d46-a8ec-4a2c-a51d-cde7d11261e3,6b2394b6-b3cd-4460-8c23-cccf419646ba,100,61.6,14,80,90,100,100,100,False,99.72
b3fb2c79-24f4-49db-92d2-817e5c34b7dd,92b97765-6f3e-40bb-8e7e-728edd7445a8,e21daf72-de5a-4717-8526-888ee9970067,0.0,5.2,13,20,70,60,100,40,False,22.34
16deb047-705a-43f0-b62e-7efa297e807b,9f5ecb7e-28d4-4647-9117-0726e7eca285,b81b6478-1581-4181-b39b-b6ea13cc2dee,0,10.0,20,100,50,100,100,100,False,19.0
f8f6edae-672f-4b09-8dcb-aa6b0ca0294f,054b0c11-1d61-479f-a466-3a53c02ac41c,3a1ff3c5-e73a-4f47-92ab-132e2860b761,0.0,30.0,100,100,90,30,100,40,False,48.5
0e1be351-475c-4760-8696-edff6fc07768,f9c2d49e-1a3c-4523-b4a2-9c92d21096f3,02a59e28-99a7-4cdf-b525-af7c043c5f39,0.0,7.0,20,100,90,100,100,100,False,42.4
ab6ff6e4-1744-4741-9ad0-94e7c207691c,e1bfb432-bb1b-46f0-a4e4-76cce968e7b1,c535c08d-0f5c-43b3-9a7a-24f592d708eb,0.0,10.2,3,60,50,30,37.0,40,False,21.69
1e786c24-e1dc-4de4-aa92-b20d80adcdec,c9ae446d-0cec-4ed8-b1b7-bf7206314550,652a9cb4-9c8f-4176-b3c7-4ffbb304365a,10.0,35.4,11,100,70,100,100,100,True,40.18
417008fb-bfd8-46df-92e1-4e95d99d9caf,df5efbd6-10c0-4314-8631-6cfd8cd96a1a,2f44b158-e741-4229-84eb-51db15c4d761,0.0,9.6,19,100,90,30,100,100,False,39.32
1e60fbad-38ec-4395-8390-de4fd1dc987a,4d5c5653-bf8e-46ce-862e-b3b7e1584ce3,783e1c6a-fcfa-4a86-96c0-415df8e54970,0.0,10.4,16,100,90,30,100,40,False,36.18
e2ddc767-52d1-4db9-8361-311f687b2772,c12acd50-273c-4856-b50f-15ad96406571,70be8fbc-b4e2-4e24-b467-096ed17c9e73,0.0,1.0,20,100,50,30,100,100,False,33.7
740d8cd8-7b32-4238-91ff-5be4933762ea,f8b1c77b-8b1e-4961-a578-e34b18d997e4,246d0456-eda4-4456-a031-c9498ed52f17,0.0,14.4,11,100,50,30,100,100,False,35.48
e36c6bac-0552-45be-8996-9aa124332b90,20a74af2-72e1-4308-b616-2deecb436d99,685c3ea2-6227-4c79-980b-d21838bc417e,0.0,2.0,10,100,70,60,100,100,False,36.4
dc63e408-55f4-42d7-82c0-f03253fbbd1e,ea929030-c88a-4386-886c-ee28fb327c28,72c8bfcf-6c61-4eab-a7ce-c45703c8941b,0,9.8,2,100,90,100,61.0,100,False,19.21
6d72eef1-fcde-4a1c-b2d2-1b1d7bf6cdcf,ec805924-9f72-44dd-aa2d-a2a4f2ef4276,ae1f90a2-378a-49ff-b43b-dc84bb46d922,0.0,7.0,5,100,70,60,73.0,100,False,35.55
d2b54514-9aff-432d-8f34-b3281214b40a,15b46f1c-a3f5-410c-952c-d5705a2be4a5,e56a208d-5ea6-4cc3-89c3-0501a7cbc1a6,0.0,-5.4,4,100,90,60,100,40,False,33.32
a6afcd9a-c943-4b7d-bead-a910f6785979,20a74af2-72e1-4308-b616-2deecb436d99,ba2a3d06-e7ab-4fb4-ae67-afda0beba1d1,0.0,-1.0,20,100,90,100,100,40,False,37.8
68756f95-3d68-45b0-bd27-7d72b46b63b8,275c6c42-4302-475f-b7bd-a5bc47571afa,5f361dd5-436c-4f95-9de1-b99c78810b84,0.0,-8.2,2,100,90,100,100,40,False,34.56
a1daec34-1201-40b0-b057-5520fa8100bb,a67da432-3c5a-445d-a9b9-607bb83a9650,2cc8aba7-9629-479d-bc80-e4437e4e5206,33.33,15.6,14,100,90,100,100,100,False,53.52
a1afa577-5a34-4fa2-b91a-68e7b9071e4d,37507323-21b0-4ce2-b823-bddcb528281c,3e24b50b-befd-43d3-8d67-7a9696244119,0.0,3.0,10,60,50,30,100,100,False,27.1
9fd7d770-d241-484c-be59-c82cf22277db,92d00461-b2fb-45a6-9391-8f78fe52be78,eb353a92-b08a-48b4-b7dd-8b68fa9a22b3,10.0,33.4,11,100,70,100,100,100,True,39.78
9ae034eb-9080-44e6-9a0c-f12b17f2fbfc,a3a55dc2-47e8-44fe-a06a-604dd049b2cd,eaef09d5-5e00-4411-9514-e988b44806df,0.0,14.4,11,100,70,30,100,40,False,34.48
43357381-2be4-4306-98f7-91754b6dbafd,c9b924f7-3f8e-482e-9312-9d29d29ca15c,d6ecda33-25a5-463f-a586-d7434492e3a5,30,17.0,15,100,90,30,100,100,False,49.4
bc314297-9be7-4efb-958d-628ca36af6f8,e3fefcef-9bfe-4d2d-aec7-964ff5d7a350,d2bf9cc8-1e92-4737-8e7b-dfea491dd926,33.33,17.2,3,80,90,60,100,100,False,67.74
5cd0e688-e50b-492c-bb71-5a7493104992,e3fefcef-9bfe-4d2d-aec7-964ff5d7a350,937f7051-ad12-4b70-aabf-a13fb69ef41f,0.0,4.0,0,100,70,60,100,100,False,55.8
86e1135b-4be2-44e1-9342-3917cb6be1f7,ec805924-9f72-44dd-aa2d-a2a4f2ef4276,2e9f867e-d43f-4998-a6f0-4e5eb0899e5f,0.0,3.2,8,80,50,60,100,100,False,31.44
7502ad27-4e7a-4452-b349-f07ee75dff03,600c64a8-0925-4dcf-a823-85629ecf3ba1,8da016a1-93a1-4513-be08-698e1b1a59a4,0.0,-5.4,4,100,70,60,100,40,False,31.32
1f439b24-59a2-427e-87d3-15152fe4ab09,fb56d98c-6731-4608-b01a-053bb3fb8acf,385c690b-cdf8-4933-b6e4-a013e34f2628,100,100,100,100,70,100,100,40,True,94.0
4c1f9b67-6487-4e2a-9d38-cf755f9366f0,c9ae446d-0cec-4ed8-b1b7-bf7206314550,b2ddf398-b5a2-4ecf-84be-a7543bf5b570,0.0,-1.8,18,100,70,30,100,100,False,34.94
f3100fce-8d4d-416f-bb62-50a2924e8bab,f97cc012-a3a3-460a-ab5d-6b3d5546bf7c,56fb2842-c4e4-4f8a-909e-e8160a59663c,0.0,2.8,17,60,50,100,80.0,40,False,27.26
62370bed-b7b7-45b3-8f84-2dafb093b98a,37507323-21b0-4ce2-b823-bddcb528281c,4efd4b09-80b7-49e1-8f48-18c0cc0c271c,0.0,4.4,16,80,70,30,100,100,False,32.98
cfa9f514-ab5b-48ad-9283-c33bf8022e57,c8559569-f080-4d3f-b9fb-d404aaeaea5e,036928e3-85f9-47ba-9248-f5aa733ceaa5,30,18.4,6,100,70,60,100,100,False,48.28
56ab4f75-bc7e-4f7b-957f-5924530a3bd6,6f313b7e-04a6-4ad3-bc54-cbea33d1b2a0,937f7051-ad12-4b70-aabf-a13fb69ef41f,33.33,17.4,6,100,70,60,100,100,True,69.08
014cb0b4-8722-40cc-aa05-c00456b65027,98b776f3-143a-49e1-afab-2a677ea2f30c,6a9a5844-4a34-43de-b4b2-bb4dd36c2b5e,0.0,3.6,14,100,50,60,100,100,False,55.12
018e058c-ce9d-4d92-a28d-f07e9ef2178f,481c093a-286b-4170-a785-d71a646f547d,ad4020db-5274-41fc-88f0-5cd7c08be7ef,0,33.0,100,100,90,100,100,100,False,35.6
dd0cf9df-a403-4d2a-8d6a-7ce74db4543e,b9f04e83-3bb9-41f6-997a-3d6f215e51ef,b62ac760-b541-4806-8233-86c84701e063,0.0,-3.4,4,100,50,30,87.0,100,False,30.57
59e94a8f-65c1-4389-b65e-63d9bd196eb1,8dd3b10b-43d2-4148-a68b-2f2d3822a084,dbf95926-40d1-4e68-b7ef-7acb3c0be172,66.67,37.6,4,100,50,30,13.0,100,False,55.07
a2ab892c-ec90-4d37-9d3f-2c0479f311e2,273f72ff-7975-4a29-8788-f7c6ee5beb8e,b396beeb-f0a7-4f34-bc2a-98c68643e070,0.0,5.8,17,100,70,30,60.0,100,False,34.36
39c1fa85-c6ff-4810-a985-f9bcb93a68b4,b365bb8d-2f29-40fd-ba99-3bc53c5da8a3,b0ca6ef9-2ce1-47a6-a2f0-c6117aee1c08,0.0,7.0,10,80,90,100,100,100,False,38.4
0853d47d-a01b-4f1e-a7d6-8ea0a187c340,273f72ff-7975-4a29-8788-f7c6ee5beb8e,fc02e78a-6fbf-46ea-a059-e1d0701d02d7,30,23.4,6,100,90,100,100,100,False,53.28
547b8942-e810-4a40-8b4b-7c2407a80fde,499c8955-5d2a-4cc3-b2cd-8759992b46c0,d14607ea-db9d-42d8-a062-400df7a1ff84,0.0,13.0,15,100,90,60,100,100,False,41.1
52f56a54-465f-4e45-9ef0-3a259be5868f,b5fbf217-84b9-460b-a25a-be0aa4de3950,8188de95-e998-4ead-a5bb-d785e8821e74,0,1.0,10,100,70,60,100,40,False,13.2
ac29bc8a-acbb-409a-bebe-64b986514f94,6e2f67f9-786d-4e89-ba5e-068c7ddd0b16,2a7e6590-78f1-4e6e-a2e6-cdb481fa6f0c,10.0,38.6,4,100,90,60,100,100,True,40.12
925341d6-b0b7-4ba1-8b81-ed08d3281b2d,81dec053-8422-43eb-a339-fc1bd5b50d1d,33673532-e371-40f3-a0b0-432733e03617,30,25.2,13,100,50,60,100,100,False,48.34
1260ba76-17c7-4377-bd63-0738602af469,92d00461-b2fb-45a6-9391-8f78fe52be78,d48c9c25-846a-44d4-8839-f5730f512bea,50.0,26.2,8,100,90,100,100,100,False,60.04
cffe1e7a-f498-4fbc-a47a-254341727da4,e257edbd-289c-420b-9e7f-fbd7e8aee60e,0b61fbdd-6e6a-451f-a1a5-1ba4e1b0c874,0.0,11.2,8,0,90,100,100,40,False,24.04
24522fd8-167f-4c16-9d3b-a3fa3bd2efe4,46595dde-9e76-4044-950f-b4eb06b14bd5,309fa754-2b9e-4fdd-a9ef-dfd824718eaf,0.0,8.0,15,100,90,100,100,100,False,42.1
4e927cce-b6c7-4b6e-92ab-e06d25544c95,15652769-6889-45a0-b08f-3263d4450a57,0e94fe1b-7ef7-49d5-960d-59896b775555,0.0,4.0,0,100,50,30,28.0,100,False,48.7
ae2a4847-edb9-40a4-8329-138a3525dc25,a361db93-a537-487f-ae2a-bbd166ad2d05,de0da7d9-97a7-46f6-b6af-202a60209d1f,100,67.4,11,80,50,30,30.0,100,False,69.58
7228983d-c5cc-4813-b71a-5713d8751c08,aaebbf9c-00ad-4aba-838b-0c0824c87134,f714165c-b4c8-49ef-a490-c95c33df0efd,33.33,17.0,10,20,50,100,100,100,False,57.4
3746765d-e2d3-46c2-b6f3-cfa23992dd1d,481c093a-286b-4170-a785-d71a646f547d,30112291-9d18-4ae3-8821-00f000bf07eb,100,60.4,1,100,70,100,100,100,False,79.18
aa22603b-ec88-49a2-b4e1-3a51ce4d1ea8,bbd7135d-3d8b-4dae-bfee-367dbf4c0cfc,f98c85de-19ee-4ccf-b16b-7d5995235d4d,0.0,14.2,18,40,50,30,21.0,100,False,23.19
296dd468-874a-4619-bb29-573ec0425c67,6e2f67f9-786d-4e89-ba5e-068c7ddd0b16,9e791f2e-a389-4bd3-8136-3bb731c69fda,60,72.8,12,100,50,30,95.0,100,True,57.01
9353c743-af20-4e53-a512-370e80aa2862,949173bb-98e6-44f5-8862-71f45f0c5487,5318b882-d5c5-482a-9ef9-f16898ff36d2,0.0,4.6,19,100,90,100,100,100,False,61.82
9108ae4d-9bee-481e-899e-2b6ef5e7d2fa,e3af6c35-cd72-4ebe-81d0-a93493f3d4f3,6a9a5844-4a34-43de-b4b2-bb4dd36c2b5e,0.0,-5.2,7,100,50,60,100,100,False,52.66
7ec47087-ff72-47e6-8a89-0250cf45d2a0,a67da432-3c5a-445d-a9b9-607bb83a9650,94a060b0-ec26-4cf3-891f-a418f3b78940,0.0,7.2,8,100,50,60,100,40,False,32.24
825a9b1b-9705-410d-ae61-f52b76103717,17f1dc4f-32f6-481f-aaf2-59d5506eaf5f,2f52a486-b56b-4870-9a0a-bc3ae2fb38b3,0.0,-6.2,2,100,50,30,100,100,False,30.46
3731bbb9-42a3-432f-84da-528bfbb62c0e,81dec053-8422-43eb-a339-fc1bd5b50d1d,d445d31f-4fbf-4bfe-a053-3072de689793,30,30.6,19,100,70,60,34.0,100,False,48.72
d28b018a-fa7f-4c15-8c8a-e2e418134377,914ef79f-a7d5-4d9c-83d2-4aaddd4ab194,16557dba-2d07-491f-9eb2-300c4b003c41,0.0,14.2,18,100,90,60,71.0,100,False,40.19
0a8ead09-29e7-4ba9-a7f5-fb2dec35427a,6e2f67f9-786d-4e89-ba5e-068c7ddd0b16,cd10ef1b-642d-476b-9bcc-bf64a55f9a48,30,33.2,18,80,70,30,100,100,False,67.94
b8771b7f-6fe7-4592-a65c-ea819f7cce9c,4ab31420-afd4-45f3-8e51-cb6bf48ca125,9d496613-d2ab-4c45-8a81-b8a57fa54e23,100,65.0,15,60,50,30,100,100,False,90.0
4796aef4-61e7-4ae2-af4b-7215be5a6c15,98b18b99-09b1-4480-8e0a-e6b62203a9dc,29b404e1-24ea-4ef5-a26e-4b27137a9f10,0.0,-3.6,11,100,90,30,100,100,False,35.88
ecd0df87-f3ce-41d7-8d48-8a241de94111,6f313b7e-04a6-4ad3-bc54-cbea33d1b2a0,606152ad-12c5-48ae-a831-f5aeeefeaece,66.67,47.0,0,40,70,30,93.0,100,False,53.55
6e2ee4db-5f94-4fa1-a46e-2038d20010eb,698cd44e-b2d1-4a5a-9ddf-8a6e6c5867f9,e0f3b67e-f05a-4fbd-8847-4d939cfc0243,0.0,0.2,18,100,70,60,69.0,100,False,35.29
85484aa7-6dd0-41e1-bb9c-c9d9e152f5e3,c4ff8043-795c-4939-8a95-953711753ce9,b7897880-028f-4008-b145-0365d007be7e,0.0,-4.8,3,100,50,60,100,100,False,32.34
e3b6e07c-cf09-457b-a6a4-1fca9675a4ab,92b97765-6f3e-40bb-8e7e-728edd7445a8,484b6042-96fc-4072-9b56-cf3dccd4855e,0.0,-4.2,7,40,70,60,100,100,False,25.86
9e4d57ad-a98a-49ae-9760-3118a2831590,968c287b-05d3-41cf-934e-75910bd4f94c,a260dacc-ac37-4e54-ac05-f80b45c60eb6,0.0,-1.6,1,100,50,60,100,100,False,32.78
15687960-aba8-4765-a059-0214916de917,ef73ef9f-dc66-486b-b172-14af6d121c0a,2aba1675-f0d7-4e27-a670-33b3cd494169,0.0,-5.8,8,100,90,30,100,100,False,35.14
99d247c8-7e3b-4c57-8a6e-53ef6702b446,b90cb24f-9d36-494b-97a7-09823f46832b,63ead26f-7110-4a05-9216-6cebfa8c357b,0.0,27.0,50,100,70,30,100,100,False,63.9
ff6708d5-0a3a-4843-aea1-a027d7d0f618,949173bb-98e6-44f5-8862-71f45f0c5487,56fb2842-c4e4-4f8a-909e-e8160a59663c,100,65.4,16,40,50,100,80.0,40,False,66.68
0a5ddfa4-b796-4933-b313-d083e947dacf,c4ff8043-795c-4939-8a95-953711753ce9,c28b0eae-684d-4458-897f-652c137d9940,0.0,29.0,50,0,90,60,100,100,False,32.8
4eef1a8f-b280-4b77-8efc-5ce9202f10ee,f7871cd5-f0da-4689-a03c-13ce99935b0b,50ec26a5-eb2c-4ba8-b540-0d38e63e5c25,0.0,-2.0,10,100,70,30,100,40,False,31.1
e89acf46-409a-46f9-b150-aaa9c876ebf1,e3af6c35-cd72-4ebe-81d0-a93493f3d4f3,2f44b158-e741-4229-84eb-51db15c4d761,30,29.8,17,100,90,30,100,100,False,52.16
58fd3ad0-a261-4f0c-bb00-fa2aa6bd48df,b90cb24f-9d36-494b-97a7-09823f46832b,222bf57b-db50-4896-b4c1-2b7077df8f75,0.0,3.4,11,100,90,60,100,100,False,38.78
96eda939-a52d-4d98-bd1b-d68ebf6da8da,c9b924f7-3f8e-482e-9312-9d29d29ca15c,216e9a86-6151-42ab-a199-6b79ee5f61e7,30,17.2,3,60,90,60,100,100,False,43.74
a8dae386-37ad-4c4a-af3e-833d371636a0,df5efbd6-10c0-4314-8631-6cfd8cd96a1a,7dde43d0-3c5c-4e4b-9649-4516c4dd772d,0,-6.6,1,100,70,60,100,100,False,13.78
d7ab6f6d-5acd-49a9-ad94-d73f0b3a73f2,095c62af-346a-471b-8517-5269bcd0cab0,4a542670-247f-4d56-9391-2fb953c7930d,0,1.0,10,100,90,100,100,100,False,20.2
eb7f9194-b351-4a00-b6e3-7e337800b1a6,34c42a9b-ed9b-4714-90f4-719a0ab75118,5793f843-013a-402c-a54e-07a7e3755cd5,0.0,10.0,20,80,70,100,100,40,False,35.0
1b42d8f3-f3c9-4e8a-a9ad-3d2b5c6c584d,b9f04e83-3bb9-41f6-997a-3d6f215e51ef,420e0ace-77ff-4ee3-bd04-110000bb1926,0,29.8,7,100,50,60,71.0,100,True,28.21
a958da7c-c288-4280-88c5-61e0f97726b6,ea929030-c88a-4386-886c-ee28fb327c28,0fa46846-d6f2-4aa5-b378-33ea74b1b167,100,71.8,12,80,70,100,100,100,False,79.56
f78942ab-1c0a-4eb9-99b4-cf7763eca1e4,de712609-885c-48be-b204-a2f8998b2e4a,723e6eb8-ec76-441e-aa7d-85b674246820,0.0,7.8,2,100,70,60,100,100,False,36.76
c7cf6089-be66-4269-b37b-213b6fef3a2d,2cf52316-f696-49ec-a725-0b6df727b6b5,d2bf9cc8-1e92-4737-8e7b-dfea491dd926,0.0,-7.4,4,100,90,60,100,100,False,55.92
f4f875fd-7226-41b4-9dc5-9ca0f91c19d8,8173bc86-fbbc-4cb4-9fb3-b371c82b1da7,129d1fab-b849-41f3-a56c-641de6d05083,30,22.8,7,80,50,30,100,100,False,42.76
f2de1961-7455-4b72-95f6-cb2993aae301,15b46f1c-a3f5-410c-952c-d5705a2be4a5,38e7ccc7-1bd6-4c01-a2b7-fd7d9fa41353,0.0,-3.4,4,100,70,60,100,100,False,34.72
3fa07925-4259-4684-a453-3ddaf4e7f5b6,914ef79f-a7d5-4d9c-83d2-4aaddd4ab194,9c23402e-6bd3-41d5-8ef2-88d7dfbc8202,0.0,15.6,19,80,90,100,91.0,100,False,60.57
aa1b4516-a69d-42d4-8e11-e755f419e760,85a17dc8-2912-45b6-8624-fd81f71a5495,28b00dab-7a11-462d-86ea-ccebaf9a14c3,66.67,71.0,100,100,70,100,100,100,True,81.2
4094a433-0d9a-4111-b9a5-e4491ec1de5b,ea929030-c88a-4386-886c-ee28fb327c28,9c663957-b2fb-49fd-b4d5-b29cf9bc2046,0.0,13.0,20,100,70,100,100,100,False,41.6
85c5020a-6dc0-4afd-a8e2-5bdfc2a25571,66aada82-23bc-4c98-8377-8df01b1d132e,b051a780-4e07-4cba-8c97-fe5127fe5e52,50.0,31.6,19,100,50,60,100,100,True,56.22
7ad16920-c250-4f62-879a-909081699d71,f9e8e78a-8550-42bc-9ed0-6a9902ea4264,acf1d1af-1b38-496f-a972-3eff75d153c3,100,69.0,10,100,70,60,85.0,100,True,79.05
361512e5-8883-4879-8d94-c7f04cbf486d,cee649d5-17c9-4ee1-9fc9-a2073fdd067b,29b404e1-24ea-4ef5-a26e-4b27137a9f10,50.0,47.6,19,100,90,30,100,100,True,61.92
0d5fd1ca-eb3b-4e6f-b194-0aa829121f28,275c6c42-4302-475f-b7bd-a5bc47571afa,c9a34680-d29c-4b8a-a094-b85bfdc7bbe4,0.0,13.2,13,100,90,60,29.0,40,False,34.39
d0cf960c-3da6-4f87-a9b6-a6d27c684a48,054b0c11-1d61-479f-a466-3a53c02ac41c,92c4a1f4-4d4a-4869-b96a-4419c78b4303,100,69.8,7,100,70,60,100,100,True,79.66
ea14a810-c970-47bc-893e-d47fa64dc6cf,8173bc86-fbbc-4cb4-9fb3-b371c82b1da7,d10d5ec4-d2a2-4e14-8181-8588e737eac0,0.0,1.6,14,60,50,60,16.0,100,False,44.52
c325bc7f-59ec-4ee7-90bf-0d24d35603b6,4d5c5653-bf8e-46ce-862e-b3b7e1584ce3,f11ea77a-80dd-47fb-8ee0-67dbaf3fb227,100,79.0,50,100,70,100,100,40,True,84.8
3ff6d27a-b209-4803-aec1-a8f054aaa64b,a3a55dc2-47e8-44fe-a06a-604dd049b2cd,5a091fbe-1600-40fa-97e9-ce1257a31223,0.0,11.2,3,20,70,100,100,100,False,27.54
a9da2c68-90ed-4a06-84e1-5d04026f1ab9,bbd7135d-3d8b-4dae-bfee-367dbf4c0cfc,849dc4f3-df8a-4c8f-a730-9cde0a500b60,0.0,-5.2,7,100,70,60,100,100,False,34.66
c81be0d5-aaad-4d0a-bfc3-086da2b16126,46595dde-9e76-4044-950f-b4eb06b14bd5,937f7051-ad12-4b70-aabf-a13fb69ef41f,0.0,-7.4,4,100,70,60,100,100,False,53.92
6ceb5d82-ed88-487f-9634-b8a94fee262a,a67da432-3c5a-445d-a9b9-607bb83a9650,8481ee3a-88ec-4d38-bc8e-d3ad3a21e6d6,0.0,5.0,0,100,70,30,96.0,40,False,31.3
1188dae4-45cc-4eed-ab4f-6e10621b63db,ea929030-c88a-4386-886c-ee28fb327c28,558f4fe0-60f0-4539-baa4-ae7a4ccc2eaf,0.0,3.4,16,60,90,30,100,100,False,31.78
8189521e-2669-42c3-a909-6a7c545414d9,6b9511fa-630b-46d9-9da9-89a13ef57a3b,6e0ede6b-92f6-486f-a621-2682c3b9bcc6,0.0,1.6,9,100,70,30,100,100,False,34.72
747673d3-8fab-43d3-8054-4ecf5b76d3e2,15652769-6889-45a0-b08f-3263d4450a57,4f4448f6-54d2-4bc9-b822-f0b7286d156b,66.67,35.6,9,100,50,100,100,100,True,63.02
322cb52b-e51a-45ce-a0aa-5aa8a014859c,341b6bd0-c7b3-4aaa-b60d-b2bb57358376,75188420-4853-4e77-b836-80a615b9872f,60,61.2,18,100,70,30,100,100,True,57.54
1940727a-2aad-4085-bf00-12495cec9f74,15652769-6889-45a0-b08f-3263d4450a57,8d149291-e144-46f8-8790-e4c7548590bc,0.0,-9.2,2,100,70,30,100,100,False,31.86
62035bd9-4b8e-46bc-b393-17324337bf67,c8559569-f080-4d3f-b9fb-d404aaeaea5e,174d2a2c-2e06-46da-920b-2bb544f47165,0.0,-4.4,9,100,50,30,100,100,False,31.52
ed4e31d4-18f4-4741-bf01-e9418bb35d08,34c42a9b-ed9b-4714-90f4-719a0ab75118,2aba1675-f0d7-4e27-a670-33b3cd494169,0.0,9.6,19,100,90,30,100,100,False,39.32
ce545ca1-f1b2-4382-b6de-fc7e8bba3057,d8162f8f-3cfa-4694-88fb-5ae06faec86a,fe347487-dc84-49d6-9223-793d3b11853d,30,25.8,2,100,90,60,75.0,100,False,50.11
05c407b0-6967-4212-ae72-10e6adbaf85b,698cd44e-b2d1-4a5a-9ddf-8a6e6c5867f9,d2bf9cc8-1e92-4737-8e7b-dfea491dd926,0.0,9.0,15,80,90,60,100,100,False,57.3
fc985581-a82a-45ab-a38b-70136bc51f03,bbd7135d-3d8b-4dae-bfee-367dbf4c0cfc,0f8a4ce3-fdb5-44e6-8bef-826a690bafac,0.0,12.2,18,40,70,60,100,100,False,30.24
d03657b3-6844-4237-9515-d0d5468cdb2e,a67da432-3c5a-445d-a9b9-607bb83a9650,56fb2842-c4e4-4f8a-909e-e8160a59663c,33.33,15.6,9,80,50,100,80.0,40,False,42.02
